dataset,model,seed,split_seed,train_split,val_split,test_split,Accuracy,Statistical Parity Difference,Equal Opportunity Difference,Overall Accuracy Equality Difference,Treatment Equality Difference,diagnostics_n_test,diagnostics_n_S0,diagnostics_n_S1,diagnostics_n_pos_S0,diagnostics_n_pos_S1,diagnostics_TPR_denom_S0,diagnostics_TPR_denom_S1,diagnostics_FPR_denom_S0,diagnostics_FPR_denom_S1,diagnostics_pred_pos_overall,diagnostics_pred_pos_S0,diagnostics_pred_pos_S1,diagnostics_TPR_S0,diagnostics_TPR_S1,diagnostics_FPR_S0,diagnostics_FPR_S1
bail,GAT,5,42,,,,0.5675,0.0131,0.0178,0.4298,360.1084,,,,,,,,,,,,,,,,
bail,GAT,6,42,,,,0.5686,0.0210,0.0264,0.4277,44.6442,,,,,,,,,,,,,,,,
bail,GAT,7,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,8,42,,,,0.3060,0.2383,0.2545,0.2909,1.8478,,,,,,,,,,,,,,,,
bail,GAT,9,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,10,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,11,42,,,,0.5691,0.0250,0.0232,0.4277,360.1084,,,,,,,,,,,,,,,,
bail,GAT,12,42,,,,0.5633,0.0063,0.0073,0.4382,175.9865,,,,,,,,,,,,,,,,
bail,GAT,13,42,,,,0.5400,0.1048,0.1626,0.3902,18.5188,,,,,,,,,,,,,,,,
bail,GAT,14,42,,,,0.2065,0.1905,0.1930,0.2333,9.8925,,,,,,,,,,,,,,,,
bail,GAT,15,42,,,,0.5262,0.2808,0.2723,0.4655,4.7650,,,,,,,,,,,,,,,,
bail,GAT,16,42,,,,0.4918,0.3489,0.3796,0.5195,89.2163,,,,,,,,,,,,,,,,
bail,GAT,17,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,18,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,19,42,,,,0.1249,0.0942,0.0453,0.1416,0.2253,,,,,,,,,,,,,,,,
bail,GAT,20,42,,,,0.5638,0.0074,0.0076,0.4361,175.3838,,,,,,,,,,,,,,,,
bail,GAT,21,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,22,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,23,42,,,,0.3023,0.1351,0.1233,0.1040,4.1424,,,,,,,,,,,,,,,,
bail,GAT,24,42,,,,0.5410,0.1008,0.1250,0.3855,33.4561,,,,,,,,,,,,,,,,
bail,GAT,25,42,,,,0.5257,0.3125,0.2904,0.4584,89.2163,,,,,,,,,,,,,,,,
bail,GAT,26,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,27,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,28,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GAT,29,42,,,,0.5633,0.0084,0.0069,0.4361,237.0000,,,,,,,,,,,,,,,,
bail,GIN,0,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,1,42,,,,0.5580,0.0070,0.0106,0.4446,177.7946,,,,,,,,,,,,,,,,
bail,GIN,2,42,,,,0.5638,0.0229,0.0138,0.4491,67.2819,,,,,,,,,,,,,,,,
bail,GIN,3,42,,,,0.5553,0.0221,0.0315,0.4270,58.1017,,,,,,,,,,,,,,,,
bail,GIN,4,42,,,,0.5590,0.0033,0.0036,0.4359,237.0000,,,,,,,,,,,,,,,,
bail,GIN,5,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,6,42,,,,0.5463,0.0673,0.0574,0.4111,24.2920,,,,,,,,,,,,,,,,
bail,GIN,7,42,,,,0.5627,0.0020,0.0028,0.4403,236.0814,,,,,,,,,,,,,,,,
bail,GIN,8,42,,,,0.5617,0.0021,0.0018,0.4403,139.0000,,,,,,,,,,,,,,,,
bail,GIN,9,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,10,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,11,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,12,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,13,42,,,,0.5633,0.0129,0.0153,0.4297,137.5213,,,,,,,,,,,,,,,,
bail,GIN,14,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,15,42,,,,0.5638,0.0759,0.0749,0.4079,37.6018,,,,,,,,,,,,,,,,
bail,GIN,16,42,,,,0.5585,0.0294,0.0321,0.4571,57.6424,,,,,,,,,,,,,,,,
bail,GIN,17,42,,,,0.5527,0.0594,0.0668,0.4359,184.5000,,,,,,,,,,,,,,,,
bail,GIN,18,42,,,,0.5574,0.0165,0.0351,0.4210,90.0271,,,,,,,,,,,,,,,,
bail,GIN,19,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,20,42,,,,0.5453,0.1578,0.1550,0.4032,13.9172,,,,,,,,,,,,,,,,
bail,GIN,21,42,,,,0.5654,0.0483,0.0494,0.4361,272.0851,,,,,,,,,,,,,,,,
bail,GIN,22,42,,,,0.5543,0.0335,0.0447,0.4024,35.1973,,,,,,,,,,,,,,,,
bail,GIN,23,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,24,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,25,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,26,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,27,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,28,42,,,,0.5627,0.0000,0.0000,0.4403,0.0000,,,,,,,,,,,,,,,,
bail,GIN,29,42,,,,0.5627,0.0376,0.0439,0.4318,273.5638,,,,,,,,,,,,,,,,
